flavour,user_name,rating,title,review_description,date,country,cleaned_reviews,afinn_score,bing_score,nrc_score,sentiment_label,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Crazy Cups Flavored Variety Pack Decaf,JR That’s me,5.0,Great Pods !  Doesn't taste like Decaf !,Yummy flavors. Ordered this to take to my office. We never have decaf & this is the perfect flavor bomb for late afternoon. Super fast shipping and great value for the money.," February 3, 2021",the United States 🇺🇸,yummy flavors. ordered this to take to my office. we never have decaf & this is the perfect flavor bomb for late afternoon. super fast shipping and great value for the money.,11.0,11.0,11.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.2
Crazy Cups Flavored Variety Pack Decaf,Andrea Montaldi,5.0,Great variety and good price,Love this brand because they have a wide variety of funky flavors and the price is great. Also the pods always work. (I've purchased other brands where 50% of the pods didn't work in my Keurig) Been buying this brand for years and will continue to do so.," August 22, 2020",the United States 🇺🇸,love this brand because they have a wide variety of funky flavors and the price is great. also the pods always work. (i've purchased other brands where 50% of the pods didn't work in my keurig) been buying this brand for years and will continue to do so.,8.0,5.0,5.0,Very Positive,0.0,0.25,0.0,0.0,0.125,0.0,0.25,0.0,0.125,0.25
Crazy Cups Flavored Variety Pack Decaf,Martin/Deb,5.0,Decaf and Great Flavor,I will continue to order these K-cups. They have: .Good variety..Great flavor and Decaf.," September 18, 2021",the United States 🇺🇸,i will continue to order these k-cups. they have: .good variety..great flavor and decaf.,6.0,0.0,3.0,Very Positive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Ramon Ortloff,5.0,good coffee,came on time and we like them," February 23, 2022",the United States 🇺🇸,came on time and we like them,2.0,2.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Ninja,4.0,Meh...,This was a little weak for my taste so I just used the smaller 6 oz. sized setting. This us not for robust coffee lovers.," May 17, 2020",the United States 🇺🇸,this was a little weak for my taste so i just used the smaller 6 oz. sized setting. this us not for robust coffee lovers.,0.0,0.0,1.0,Slightly Positive,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,margaret gamble,5.0,No taste.,"The pods had no flavor, taste. I was hoping for them to have a nice flavor with a creamy taste. Very disappointed with the order and the price I paid. Will never order again."," December 23, 2020",the United States 🇺🇸,"the pods had no flavor, taste. i was hoping for them to have a nice flavor with a creamy taste. very disappointed with the order and the price i paid. will never order again.",2.0,2.0,4.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,family shopper,4.0,"It is COFFEE, not Cappuchino.","So far so good, but I would LOVE these flavors as a Cappuchino."," September 28, 2020",the United States 🇺🇸,"so far so good, but i would love these flavors as a cappuchino.",6.0,3.0,2.0,Very Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,adtv,5.0,Yum!,This coffee is perfect for the afternoon or evening!," December 25, 2021",the United States 🇺🇸,this coffee is perfect for the afternoon or evening!,3.0,3.0,4.0,Very Positive,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,"Smell, Sip, Yum",These have to be the best smelling and best tasting kcups I have ever tasted! Keep up the great work.," June 6, 2021",the United States 🇺🇸,these have to be the best smelling and best tasting kcups i have ever tasted! keep up the great work.,9.0,9.0,2.0,Very Positive,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,Gary,5.0,Fun Flavors!,Got my first single pot and am anxious to find a decaf flavor. Getting a variety pack was perfect so I can decide what I like best.," February 23, 2021",the United States 🇺🇸,got my first single pot and am anxious to find a decaf flavor. getting a variety pack was perfect so i can decide what i like best.,6.0,3.0,7.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,very flavorful!,The flavors really stand out and there is a good variety in the sampler pack. I drink mainly decaf coffee so I love that you have so many flavorful options," February 7, 2021",the United States 🇺🇸,the flavors really stand out and there is a good variety in the sampler pack. i drink mainly decaf coffee so i love that you have so many flavorful options,6.0,6.0,7.0,Very Positive,0.0,0.125,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,Coffee is alway good,"I like all of the flavors I have gotten, especially the white choc strawberry and the pecan. I am not fond of the pumpkin but I am not fond of pumpkin anything. But I am sure my daughter in law will drink them.I wish this sampler would have included blueberry crumble"," May 17, 2020",the United States 🇺🇸,"i like all of the flavors i have gotten, especially the white choc strawberry and the pecan. i am not fond of the pumpkin but i am not fond of pumpkin anything. but i am sure my daughter in law will drink them.i wish this sampler would have included blueberry crumble",7.0,7.0,4.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,CynP,2.0,Box count is 72 but fewer than 70 in the box,"I have a container I keep my coffee in and I emptied the contents into the container, stacking them. Afterwards, out of curiosity, I counted them and found that the box was short a few of the kcups. I tried to contact the company to let them know that they are sending boxes out short of the number that is stated on the box, unfortunately, no one answers the phones, and the extension options they give you always go to a voice mail. I would prefer to speak with someone than leave a message with my information - which most times no one returns your call anyway. Previously, I ordered a variety box, and as other reviewers stated, at least 4 exploded in the coffee maker, with coffee grounds all over."," July 9, 2020",the United States 🇺🇸,"i have a container i keep my coffee in and i emptied the contents into the container, stacking them. afterwards, out of curiosity, i counted them and found that the box was short a few of the kcups. i tried to contact the company to let them know that they are sending boxes out short of the number that is stated on the box, unfortunately, no one answers the phones, and the extension options they give you always go to a voice mail. i would prefer to speak with someone than leave a message with my information - which most times no one returns your call anyway. previously, i ordered a variety box, and as other reviewers stated, at least 4 exploded in the coffee maker, with coffee grounds all over.",-3.0,-3.0,10.0,Very Positive,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.09090909090909091
Crazy Cups Flavored Variety Pack Decaf,stepnahead,1.0,Smells good. Tastes chemical,"This was very disappointing. I had high hopes. It smelled great, but tasted like chemicals …. Not even coffee. Shockingly bad. Tried a few flavors in hope it was just one flavor… nope. Won’t even drink the rest. What a sad waste of money. Wish I’d kept the box so I could return what’s left."," January 22, 2023",the United States 🇺🇸,"this was very disappointing. i had high hopes. it smelled great, but tasted like chemicals …. not even coffee. shockingly bad. tried a few flavors in hope it was just one flavor… nope. won’t even drink the rest. what a sad waste of money. wish i’d kept the box so i could return what’s left.",5.0,2.0,8.0,Very Positive,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222
Crazy Cups Flavored Variety Pack Decaf,L. B.,4.0,Nice variety,"The variety of flavors is really nice. A couple are a bit potent, like the strawberry one, but the caramel and vanilla ones are pretty good."," February 26, 2020",the United States 🇺🇸,"the variety of flavors is really nice. a couple are a bit potent, like the strawberry one, but the caramel and vanilla ones are pretty good.",9.0,3.0,4.0,Very Positive,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,Lorna Lewis,5.0,Good flavored coffee.,My husband likes different flavored coffee and this one has a very good selection. Some are better than others but he likes most of them. This coffee is strong enough to balance the flavoring with out hiding the coffee itself.," September 7, 2020",the United States 🇺🇸,my husband likes different flavored coffee and this one has a very good selection. some are better than others but he likes most of them. this coffee is strong enough to balance the flavoring with out hiding the coffee itself.,10.0,10.0,7.0,Very Positive,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.043478260869565216,0.08695652173913043,0.13043478260869565
Crazy Cups Flavored Variety Pack Decaf,Superwoman,5.0,Amazing flavored decaf K-Cups,"It's hard to find a brand of flavored decaf K-Cups that have a lot of variety. Crazy cups are wonderful. Every morning people my office keep asking me what flavor I have each day because they love the aroma from the coffee and not only does it smell good, it tastes delicious too. I highly recommend"," January 23, 2020",the United States 🇺🇸,"it's hard to find a brand of flavored decaf k-cups that have a lot of variety. crazy cups are wonderful. every morning people my office keep asking me what flavor i have each day because they love the aroma from the coffee and not only does it smell good, it tastes delicious too. i highly recommend",12.0,2.0,14.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,pepper,5.0,"Very flavorful, not too sweet.","I love the choices. The ones I have tried have great flavor but not too sweet. I will purchase again. I think the price is reasonable for flavored, decaf coffee."," December 20, 2020",the United States 🇺🇸,"i love the choices. the ones i have tried have great flavor but not too sweet. i will purchase again. i think the price is reasonable for flavored, decaf coffee.",8.0,6.0,2.0,Very Positive,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,Delicious Coffee,The coffee is amazing! This is the best flavored coffee I have ever had. All of the flavors are great! I bought more just so other people could try them. They are a little more expensive per cup but definitely worth it for a treat from time to time.," May 14, 2020",the United States 🇺🇸,the coffee is amazing! this is the best flavored coffee i have ever had. all of the flavors are great! i bought more just so other people could try them. they are a little more expensive per cup but definitely worth it for a treat from time to time.,12.0,5.0,12.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,Melissa Lytle,5.0,Great Flavors,"I loooove the flavors but I accidentally ordered Decaf. I'd wanted regular, my mistake. But I highly recommend this brand. I'll buy it again!"," March 7, 2021",the United States 🇺🇸,"i loooove the flavors but i accidentally ordered decaf. i'd wanted regular, my mistake. but i highly recommend this brand. i'll buy it again!",-2.0,0.0,3.0,Slightly Positive,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,BettyB,5.0,Flavor!,Best Kcups on the market and they have flavored decaf that is delicious! Reasonably priced and fast and convenient delivery. Buy them you won’t go wrong!," January 20, 2021",the United States 🇺🇸,best kcups on the market and they have flavored decaf that is delicious! reasonably priced and fast and convenient delivery. buy them you won’t go wrong!,7.0,3.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Althea G. Rood,5.0,Varied and flavorful!,Enjoyed the variety of flavors and makes great iced coffee because it has great taste!," July 25, 2021",the United States 🇺🇸,enjoyed the variety of flavors and makes great iced coffee because it has great taste!,8.0,6.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,SoonerHawk,4.0,Good coffee,Great flavors.," January 25, 2021",the United States 🇺🇸,great flavors.,3.0,3.0,0.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
Chocolate Lovers Variety Pack,Gabrielle V.,1.0,No flavor to these!,"I have to drink decaf, and was so looking forward to all these wonderful-sounding flavors! But the flavor is so weak, even if you make a 6oz cup it tastes really really watered down. You'd need double the coffee to taste much. And what flavor you get is not exciting - the peppermint mocha barely tastes like peppermint or mocha. Very disappointing."," January 6, 2023",the United States 🇺🇸,"i have to drink decaf, and was so looking forward to all these wonderful-sounding flavors! but the flavor is so weak, even if you make a 6oz cup it tastes really really watered down. you'd need double the coffee to taste much. and what flavor you get is not exciting - the peppermint mocha barely tastes like peppermint or mocha. very disappointing.",5.0,5.0,5.0,Very Positive,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.0,0.11764705882352941,0.17647058823529413
Crazy Cups Flavored Variety Pack Decaf,Nikki84,5.0,Bold Flavor! So Good!,These are wonderful! We’re loving them so far. The flavors are bold and you can really taste them unlike other flavored coffees which smell really good but only have a hint. Since it’s decaf I usually will have a cup later in the evening after dinner.... almost as a dessert.," April 20, 2020",the United States 🇺🇸,these are wonderful! we’re loving them so far. the flavors are bold and you can really taste them unlike other flavored coffees which smell really good but only have a hint. since it’s decaf i usually will have a cup later in the evening after dinner.... almost as a dessert.,11.0,7.0,12.0,Very Positive,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,JUDY,5.0,Wonderful flavors!,Decaf K Cups used to be so limited when it came to flavors. This array of flavors were so delicious and I will.definitely be ordinary these from now on.," January 6, 2021",the United States 🇺🇸,decaf k cups used to be so limited when it came to flavors. this array of flavors were so delicious and i will.definitely be ordinary these from now on.,2.0,-1.0,6.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Savvy Shopper,5.0,Great value,Great buy! Great flavor. Great value !," June 14, 2021",the United States 🇺🇸,great buy! great flavor. great value !,9.0,9.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Colleen B,5.0,This coffee has wonderful flavors. The taste is awesome.,This coffee taste awesome.," January 23, 2022",the United States 🇺🇸,this coffee taste awesome.,4.0,0.0,0.0,Very Positive,0.0,0.1,0.0,0.0,0.2,0.1,0.2,0.1,0.1,0.2
Crazy Cups Flavored Variety Pack Decaf,sisterskidney,5.0,All are yummy!,"The flavors are all wonderful! It’s impossible to find decaf flavors of any kind in the stores. This is a great variety!
Package arrived earlier than expected. I will definitely buy from this seller again."," September 29, 2020",the United States 🇺🇸,the flavors are all wonderful! it’s impossible to find decaf flavors of any kind in the stores. this is a great variety! package arrived earlier than expected. i will definitely buy from this seller again.,9.0,5.0,5.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Sharon Crawford,5.0,Very good,"I love coffee,sometimes later in the day i want a decaf coffee. These are great. Nice selection of flavors very tasty"," February 28, 2021",the United States 🇺🇸,"i love coffee,sometimes later in the day i want a decaf coffee. these are great. nice selection of flavors very tasty",10.0,7.0,3.0,Very Positive,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
Crazy Cups Flavored Variety Pack Decaf,Wisdom knows,5.0,Excellent flavored decaf coffees!,You don't have to sacrifice taste or robustness with these flavored decaf coffees. They bring a smile to the most challenging day and to the most discriminating coffee drinker.," November 17, 2020",the United States 🇺🇸,you don't have to sacrifice taste or robustness with these flavored decaf coffees. they bring a smile to the most challenging day and to the most discriminating coffee drinker.,0.0,2.0,6.0,Very Positive,0.125,0.0,0.0,0.125,0.25,0.125,0.25,0.125,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,"Lynn, AZ",5.0,The decaf flavors compare well to their caffeinated equivalents,"LOVE this decaf coffee. Compared the flavor of the decaf to the regular Crazy Cup caffeinated coffee and it is very close. I typically do not like decaf, but love these flavors."," September 21, 2020",the United States 🇺🇸,"love this decaf coffee. compared the flavor of the decaf to the regular crazy cup caffeinated coffee and it is very close. i typically do not like decaf, but love these flavors.",6.0,6.0,8.0,Very Positive,0.058823529411764705,0.23529411764705882,0.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941
Crazy Cups Flavored Variety Pack Decaf,Susan,5.0,Great decaf variety!,"I always had the double chocolate one all the time and decided to try this variety I know. The flavors seem kinda crazy for coffee but they are really good. And it’s just fun to decide which flavor to have each day! If you’re looking for variety AND decaf, get this!!"," January 25, 2020",the United States 🇺🇸,"i always had the double chocolate one all the time and decided to try this variety i know. the flavors seem kinda crazy for coffee but they are really good. and it’s just fun to decide which flavor to have each day! if you’re looking for variety and decaf, get this!!",5.0,2.0,12.0,Very Positive,0.0,0.17391304347826086,0.0,0.0,0.2608695652173913,0.0,0.30434782608695654,0.0,0.043478260869565216,0.21739130434782608
Crazy Cups Flavored Variety Pack Decaf,TooMuchFunShopping,5.0,I Really Enjoyed These Flavors!,The flavors in this pack are AMAZING! I hope that you will make the chocolate marshmallow and white chocolate strawberry flavors that can be purchased individually (as in one box of 30 of one flavor). The cinnamon toast was a favorite as well!! Job well done!," March 19, 2020",the United States 🇺🇸,the flavors in this pack are amazing! i hope that you will make the chocolate marshmallow and white chocolate strawberry flavors that can be purchased individually (as in one box of 30 of one flavor). the cinnamon toast was a favorite as well!! job well done!,8.0,4.0,19.0,Very Positive,0.0,0.16666666666666666,0.0,0.0,0.2777777777777778,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222
Crazy Cups Flavored Variety Pack Decaf,Jacqueline L Figler,5.0,Each flavor is unique and delicious,"I found two of my new favorites by trying this assortment of flavored decaf kcup coffee. Each is yummy and different. I love the chocolate marshmallow and the white chocolate strawberry, but I will be buying them all again. It is an inexpensive way to get your “dessert “ on!"," December 14, 2019",the United States 🇺🇸,"i found two of my new favorites by trying this assortment of flavored decaf kcup coffee. each is yummy and different. i love the chocolate marshmallow and the white chocolate strawberry, but i will be buying them all again. it is an inexpensive way to get your “dessert “ on!",8.0,8.0,14.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
Crazy Cups Flavored Variety Pack Decaf,Peggyt,5.0,Great coffee,I am such a fan of flavored coffee- that being said I LOVED ALL THESE FLAVORS👍 Each one unique in its own way. I will order this pack again," September 29, 2020",the United States 🇺🇸,i am such a fan of flavored coffee- that being said i loved all these flavors👍 each one unique in its own way. i will order this pack again,6.0,6.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5
Crazy Cups Flavored Variety Pack Decaf,Carmen Meunier,5.0,II can order my decaf coffee flavors which you cannot find in any other place.,I use this coffee for personal use. I love the different flavors in decaf . You can taste the flavor as said on the label of the cup.," October 28, 2020",the United States 🇺🇸,i use this coffee for personal use. i love the different flavors in decaf . you can taste the flavor as said on the label of the cup.,3.0,3.0,4.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Pete M.,5.0,Great flavor,Great tasting medium roast coffee full of flavor and no bitter taste.," July 5, 2021",the United States 🇺🇸,great tasting medium roast coffee full of flavor and no bitter taste.,0.0,0.0,1.0,Slightly Positive,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125
Crazy Cups Flavored Variety Pack Decaf,cb,5.0,Missing chocolate marshmallows,Just wanted to let crazy cups know that in this order chocolate marshmallows was not in it :(," March 14, 2021",the United States 🇺🇸,just wanted to let crazy cups know that in this order chocolate marshmallows was not in it :(,-2.0,-2.0,8.0,Very Positive,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,MW2012,5.0,Yummy!,These coffees are fantastic! I was a little skeptical because I am particular about coffee and some flavored coffees bother my stomach. Not these. They are so yummy!," November 11, 2020",the United States 🇺🇸,these coffees are fantastic! i was a little skeptical because i am particular about coffee and some flavored coffees bother my stomach. not these. they are so yummy!,3.0,-4.0,2.0,Slightly Positive,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0
Crazy Cups Flavored Variety Pack Decaf,J. Deutsch,5.0,Great flavor. No carbs.,"A gift from heaven! Working from home now during the hot weather, I'm getting in the habit of brewing me some flavored iced coffee as an afternoon snack. I use allulose to make it a no-cal/no-carb/no-compromise drink!"," July 14, 2020",the United States 🇺🇸,"a gift from heaven! working from home now during the hot weather, i'm getting in the habit of brewing me some flavored iced coffee as an afternoon snack. i use allulose to make it a no-cal/no-carb/no-compromise drink!",1.0,2.0,6.0,Very Positive,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Teri,5.0,Love the variety of flavors,Have ordered from this company several times. Love the variety and the order arrives on time.," April 6, 2021",the United States 🇺🇸,have ordered from this company several times. love the variety and the order arrives on time.,3.0,3.0,2.0,Very Positive,0.09090909090909091,0.0,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091
Crazy Cups Flavored Variety Pack Decaf,Andie K,5.0,Yummy flavors....,Love crazy cups brand decaf flavored coffee pods. Would love to see a bigger variety of flavors in decaf. My favorite flavors: coconut caramelicious and frosted oatmeal cookie. Just never enough of those in the box.," May 31, 2020",the United States 🇺🇸,love crazy cups brand decaf flavored coffee pods. would love to see a bigger variety of flavors in decaf. my favorite flavors: coconut caramelicious and frosted oatmeal cookie. just never enough of those in the box.,6.0,6.0,11.0,Very Positive,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222
Crazy Cups Flavored Variety Pack Decaf,babynurse,5.0,"decaf, tastes great.",I prepared this product in my Keurig and drank it. Love the variety of flavors and the ease of clean up.," January 15, 2021",the United States 🇺🇸,i prepared this product in my keurig and drank it. love the variety of flavors and the ease of clean up.,8.0,8.0,9.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Crazy Cups Flavored Variety Pack Decaf,PML,5.0,Good selection of flavors,I enjoyed the selection of different flavors in the 24 count box. Very tasty!! I also ordered the 72 count box.," January 12, 2021",the United States 🇺🇸,i enjoyed the selection of different flavors in the 24 count box. very tasty!! i also ordered the 72 count box.,2.0,0.0,4.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Gail Gundersen,5.0,Brest tasting pods in a while.,Definitely more coffee in each pod. You can absorb tell the difference.," June 15, 2021",the United States 🇺🇸,definitely more coffee in each pod. you can absorb tell the difference.,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Cynthia,5.0,Creative flavors,"These are not your normal boring coffee flavors! They are all great and creative... I love them all... French Toast, cinnamon choro, peanut butter and jelly, bananas foster..."," September 21, 2020",the United States 🇺🇸,"these are not your normal boring coffee flavors! they are all great and creative... i love them all... french toast, cinnamon choro, peanut butter and jelly, bananas foster...",5.0,3.0,3.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Chris Swope,5.0,Fresh and delightfully awesome.,"It arrived quickly, and tastes great. I love the variety of flavors."," April 19, 2021",the United States 🇺🇸,"it arrived quickly, and tastes great. i love the variety of flavors.",6.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Allison,5.0,Amazing decaf flavored coffee!!,Love this decaf coffee!!! Didn’t think I could give up caffeine because I love flavored coffee & then I discovered these coffee pods. Amazing flavors & I Feel so much healthier. 💕☕️❤️☕️💕☕️❤️," August 10, 2020",the United States 🇺🇸,love this decaf coffee!!! didn’t think i could give up caffeine because i love flavored coffee & then i discovered these coffee pods. amazing flavors & i feel so much healthier. 💕☕️❤️☕️💕☕️❤️,10.0,10.0,4.0,Very Positive,0.0,0.1,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.2
Crazy Cups Flavored Variety Pack Decaf,Jennifer Klaes,5.0,Great taste and great service!,"Excellent flavors, great taste! I love that I can have decaf coffee without giving up the flavor. Quick friendly service with fast shipping. Will definitely order again."," August 23, 2020",the United States 🇺🇸,"excellent flavors, great taste! i love that i can have decaf coffee without giving up the flavor. quick friendly service with fast shipping. will definitely order again.",11.0,11.0,10.0,Very Positive,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,allymomrd,5.0,Great flavor options for decaf drinkers!!,"I love flavored coffees, but I need to have decaf. These flavors all taste delicious and are a nice option to have a little flavored drink............. without taking in calories, besides the creamer! ; )"," June 6, 2020",the United States 🇺🇸,"i love flavored coffees, but i need to have decaf. these flavors all taste delicious and are a nice option to have a little flavored drink............. without taking in calories, besides the creamer! ; )",9.0,6.0,5.0,Very Positive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Dolores D.,5.0,Nice flavors!,I liked it hot with a bit of creamer. Very nice assortment of flavors!," March 30, 2021",the United States 🇺🇸,i liked it hot with a bit of creamer. very nice assortment of flavors!,5.0,5.0,1.0,Very Positive,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,S.J. Dowling,5.0,Great collection of flavors!!,"This is the second order of Crazy Cups Decaf I've ordered and I am thrilled with the flavors and the great options in decaf choice. I haven't set up a recurring order, but just might think about doing so!!!"," December 14, 2019",the United States 🇺🇸,"this is the second order of crazy cups decaf i've ordered and i am thrilled with the flavors and the great options in decaf choice. i haven't set up a recurring order, but just might think about doing so!!!",6.0,6.0,4.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,LuvzPrime,5.0,Love this coffee!,This coffee tastes great! I love all the flavors and have turned several friends onto this brand. I imagine their plain coffee would taste great too!," September 4, 2020",the United States 🇺🇸,this coffee tastes great! i love all the flavors and have turned several friends onto this brand. i imagine their plain coffee would taste great too!,9.0,6.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Marla M.,5.0,Yummy decaf flavors!,"absolutely love this variety of flavors. Flavored decaf is hard to come by...and not only are these flavored, the flavors are awesome!"," October 19, 2020",the United States 🇺🇸,"absolutely love this variety of flavors. flavored decaf is hard to come by...and not only are these flavored, the flavors are awesome!",6.0,2.0,2.0,Very Positive,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285
Crazy Cups Flavored Variety Pack Decaf,Cynthia Cherry,5.0,Crazy cups Decaf,Love these......having to drink decaf it's hard to find a variety in the K cups. These were a perfect option!," November 15, 2020",the United States 🇺🇸,love these......having to drink decaf it's hard to find a variety in the k cups. these were a perfect option!,5.0,5.0,6.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
